"By entering your 3 word address you make it much easier for our delivery partners to find you first time. To discover your 3 word address, visit <a href=""https://what3words.com"" target=""_blank"">what3words.com</a>","By entering your 3 word address you make it much easier for our delivery partners to find you first time. To discover your 3 word address, visit <a href=""https://what3words.com"" target=""_blank"">what3words.com</a>"
"Something went wrong while saving custom fields to address.","Something went wrong while saving custom fields to address."
